报表日期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
一、营业总收入,39704498176,37615501312,36749299712,28351299584,26009999360,21844600832,15431300096
二、营业总成本,36124999680,36961800192,35219701760,27108800512,25031700480,21079900160,14779799552
营业成本,32563599360,34875101184,33481601024,25578000384,23625400320,19914999808,13592099840
营业税金及附加,204022000,95062096,71863400,60670000,55178300,46847200,41322900
销售费用,2044860032,1418130048,1218710016,1099929984,988950976,856956992,833857984
管理费用,1310919936,555404032,482320000,368734016,340156000,270643008,230740992
财务费用,10363200,-3949450,-37612300,-19741300,-14264300,-6794690,1946960
资产减值损失,-8789880,22115400,2839700,21217400,36283000,-2774740,79838496
投资收益,52933100,46096800,121110000,92795696,57598100,119534000,45132800
三、营业利润,3632470016,699732992,1650729984,1335320064,1035849984,884211968,696713984
利润总额,3910889984,803073984,1642119936,1348809984,1041100032,890675008,713073984
所得税费用,841929984,159618000,314868000,243056992,223402000,231268992,155370000
四、净利润,3068960000,643456000,1327250048,1105750016,817692992,659406016,557704000
基本每股收益,2.62,0.93,1.8,1.5,1.15,0.9272,0.7715
