报告期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
销售商品、提供劳务收到的现金,1659270016,2372120064,1838460032,1028870016,931406016,688224000,571116032
经营活动现金流入小计,1691830016,2453380096,1902439936,1092230016,940540032,697387008,575366016
购买商品、接受劳务支付的现金,983265024,1272839936,1018380032,542001024,429654016,264560992,165932992
支付给职工以及为职工支付的现金,381070016,355697984,305248000,209178000,217323008,147986000,141460992
支付的各项税费,173338000,187247008,154599008,140024000,121055000,93929104,92928496
经营活动现金流出小计,1682790016,1979769984,1585980032,955779008,813628992,557886976,442987008
经营活动产生的现金流量净额,9045000,473609984,316460000,136451008,126911000,139500992,132379000
投资活动现金流入小计,42338000,60345700,73412704,39919200,20640000,30590700,48646700
投资活动现金流出小计,200308000,225091008,353543008,1344560000,637364992,70377904,88985104
投资活动产生的现金流量净额,-157970000,-164744992,-280129984,-1304640000,-616724992,-39787200,-40338500
吸收投资收到的现金,0,0,0,0,245000000,0,400000
取得借款收到的现金,1047800000,610899968,673000000,1274000000,939000000,146310000,117300000
发行债券收到的现金,0,0,0,0,0,0,0
筹资活动现金流入小计,1047800000,610899968,673480000,1274000000,1184000000,146310000,144180000
偿还债务支付的现金,839222976,777710976,629313024,327272992,204500000,139950000,217800000
分配股利、利润或偿付利息所支付的现金,156943008,139742000,131285000,119844000,52522600,35515200,45469000
筹资活动现金流出小计,996166976,927907968,760598016,447596000,257023008,175464992,270595008
筹资活动产生的现金流量净额,51633300,-317008000,-87118200,826403968,926977024,-29155200,-126416000
现金及现金等价物净增加额,-97291296,-8143700,-50788200,-341783008,437163008,70558496,-34375000
期初现金及现金等价物余额,191079008,199223008,250011008,591793984,154631008,84072600,118448000
期末现金及现金等价物余额,93787600,191079008,199223008,250011008,591793984,154631008,84072600
净利润,-34260800,91214200,74453104,65941300,95403600,62308100,61437000
