报表日期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
一、营业总收入,2112140032,1608440064,972012032,684457984,523151008,350247008,229730000
二、营业总成本,1617110016,1247750016,732528000,511816000,390659008,246122000,176631008
营业成本,1299800064,1017000000,628614016,405014016,309492000,196583008,147572992
营业税金及附加,24898300,19035000,10037700,8243110,7816470,5827150,3673930
销售费用,16388300,12876800,11643200,8692310,7173460,7670440,3923460
管理费用,107907000,102670000,40381400,33081400,22241900,14592300,10479300
财务费用,119905000,72508496,38143300,37541500,32844200,12290000,6525010
资产减值损失,48213200,23658100,3707840,19244500,11091000,9132810,4456520
投资收益,0,0,-32914.5,0,0,6856120,0
三、营业利润,495028000,360688000,239451008,172642000,132492000,110981000,53098600
利润总额,510656992,366937984,247712000,184799008,139648000,112119000,53608700
所得税费用,74190600,59725700,31954400,28777300,25452400,27027700,6872560
四、净利润,436465984,307212000,215756992,156022000,114195000,85091200,46736100
基本每股收益,0.86,0.73,0.5,0.35,0.28,0.43,0.25
