报表日期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
一、营业总收入,26455300096,18402400256,11633300480,9669999616,8241690112,7237429760,4903379968
二、营业总成本,7627700224,6069570048,4472849920,3595689984,2852620032,2713900032,2418030080
营业成本,2044310016,1551229952,1052929984,950673024,799713024,871644032,786540032
营业税金及附加,2572640000,2477390080,1577010048,940508992,681761984,604078976,574891008
销售费用,1224550016,720328000,676531968,621283968,532024992,560385024,584905984
管理费用,2204189952,1673869952,1346009984,1217159936,941174016,723155968,495952000
财务费用,-420976000,-350751008,-176576992,-133636000,-102501000,-44743800,-25310600
资产减值损失,2979260,-2500650,-3066980,-300085,450078,-614739,1050090
投资收益,3103250,3383000,469050,1209450,1322250,1814950,1769450
三、营业利润,18830700544,12336199680,7160909824,6075520000,5390380032,4525340160,2487119872
利润总额,18700500992,12334699520,7162420224,6080540160,5385299968,4522019840,2488069888
所得税费用,4692040192,3084339968,1822659968,1527650048,1384540032,1555970048,871691008
四、净利润,14008500224,9250320384,5339760128,4552889856,4000760064,2966050048,1616380032
基本每股收益,12.82,8.44,5.35,4.57,4.03,3,1.64
