报告期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
销售商品、提供劳务收到的现金,48225198080,44505100288,35049000960,28829300736,24455800832,24166299648,19102199808
经营活动现金流入小计,48994799616,45236600832,35651801088,29239900160,24917499904,24406300672,19195400192
购买商品、接受劳务支付的现金,39710400512,36128301056,30153900032,24056999936,21935900672,20950999040,16630099968
支付给职工以及为职工支付的现金,3624179968,2782599936,2208689920,1430489984,1193619968,1082950016,768086016
支付的各项税费,2656209920,2189540096,1405980032,1412669952,1264470016,1073929984,976073024
经营活动现金流出小计,46586298368,41566199808,34177200128,27211100160,24735000576,23628099584,18699999232
经营活动产生的现金流量净额,2408539904,3670380032,1474569984,2028829952,182575008,778131008,495375008
投资活动现金流入小计,44740600,502585984,34221300,26115800,53217800,26597600,17868200
投资活动现金流出小计,3101959936,3978230016,2215360000,741537984,962796032,1475160064,1629360000
投资活动产生的现金流量净额,-3057220096,-3475640064,-2181139968,-715422016,-909579008,-1448560000,-1611490048
吸收投资收到的现金,0,500000,16800000,14230000,10823900,1379010048,19153300
取得借款收到的现金,5580550144,3969730048,2637829888,2619800064,3328000000,1166000000,1084000000
发行债券收到的现金,0,0,0,0,0,0,0
筹资活动现金流入小计,5666420224,3970230016,2654629888,2634030080,3338820096,2618749952,1229139968
偿还债务支付的现金,5991739904,3775399936,2674880000,2663000064,1555900032,1053000000,503695008
分配股利、利润或偿付利息所支付的现金,530496992,87599000,66542900,69173000,67915000,133963000,152900000
筹资活动现金流出小计,6571250176,4102220032,2741420032,2732169984,1623820032,1189190016,667889024
筹资活动产生的现金流量净额,-904830976,-131992000,-86788800,-98139200,1715000064,1429549952,561248000
现金及现金等价物净增加额,-1553529984,61942900,-793387008,1215260032,988046016,759502976,-554867968
期初现金及现金等价物余额,3243460096,3181519872,3974899968,2759640064,1771590016,1012089984,1566960000
期末现金及现金等价物余额,1689920000,3243460096,3181519872,3974899968,2759640064,1771590016,1012089984
净利润,1736019968,1832440064,795763008,665267968,-1736710016,-98956600,196276992
