报告期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
销售商品、提供劳务收到的现金,28912400384,23659100160,14938600448,11756199936,11275200512,7437749760,6161610240
经营活动现金流入小计,29300000768,23840800768,15077000192,11942099968,11517599744,7533440000,6204460032
购买商品、接受劳务支付的现金,2707389952,2353690112,1669799936,1557080064,1214720000,1098310016,807104000
支付给职工以及为职工支付的现金,2953920000,1925570048,1492809984,1229309952,809387008,623334016,405051008
支付的各项税费,10170800128,8286280192,4885740032,4160349952,3666870016,3602530048,2390279936
经营活动现金流出小计,17378699264,13692199936,8875480064,7718190080,6270099968,5790139904,4091520000
经营活动产生的现金流量净额,11921300480,10148599808,6201480192,4223940096,5247490048,1743299968,2112940032
投资活动现金流入小计,354508000,215584992,75047104,27080400,23173100,0,5950
投资活动现金流出小计,4553979904,2336000000,1838439936,1366599936,1015740032,789457024,778465024
投资活动产生的现金流量净额,-4199480064,-2120419968,-1763389952,-1339520000,-992563008,-789457024,-778459008
吸收投资收到的现金,392000000,0,0,0,0,0,0
取得借款收到的现金,0,0,0,0,0,0,0
发行债券收到的现金,0,0,0,0,0,0,0
筹资活动现金流入小计,392089984,102972,105802,158122,761176,1504620,4146320
偿还债务支付的现金,0,0,0,0,0,0,0
分配股利、利润或偿付利息所支付的现金,4306610176,2661949952,1292950016,1235139968,884670976,706865984,760139008
筹资活动现金流出小计,4306610176,2661949952,1292950016,1235139968,884670976,706865984,760139008
筹资活动产生的现金流量净额,-3914520064,-2661850112,-1292850048,-1234989952,-883910016,-705361024,-755993024
现金及现金等价物净增加额,3807310080,5366300160,3145240064,1649430016,3371020032,248484992,578484992
期初现金及现金等价物余额,18254700544,12888399872,9743150080,8093720064,4722710016,4474220032,3895739904
期末现金及现金等价物余额,22062000128,18254700544,12888399872,9743150080,8093720064,4722710016,4474220032
净利润,14008500224,9250320384,5339760128,4552889856,4000760064,2830830080,1616380032
