报表日期,20121231,20111231,20101231,20091231,20081231,20071231,20061231,20051231
单位,元,元,元,元,元,元,元,元
货币资金,52291497984,34239500288,37816901632,23001899008,19978299392,17046500352,10743700480,3249029888
应收和预付,55318048768,40071610368,34370322432,17235320832,7579395072,11913142272,3349456128,1786411008
存货,255164006400,208334995456,133333000192,90085302272,85898698752,66472898560,34167099392,16286900224
流动资产合计,362774003712,282647003136,205520994304,130322997248,113455996928,95432499200,48262598656,21322399744
固定资产净值,1612259968,1595859968,1219580032,1355980032,1265330048,575206016,500064992,216704000
非流动资产合计,16027899904,13561799680,10116800512,7285279744,5780210176,4661949952,1657270016,1592210048
资产总计,378802012160,296208007168,215637999616,137609003008,119237001216,100094001152,49919799296,22914600960
短期借款,9932399616,1724450048,1478000000,1188259968,4601970176,1104850048,2715470080,900000000
应付和预收,219734867968,173058506752,109686562816,58252673024,47547748352,39363739648,18007148544,9256657920
一年内到期的非流动负债,25624999936,21845800960,15305700352,7440410112,13264400384,7488679936,1090089984,662979968
流动负债合计,259834003456,200724004864,129650999296,68058300416,64553701376,48774000640,22016299008,10887100416
非流动负债合计,36829900800,27651700736,31400599552,24141799424,15864299520,17400999936,10450100224,3113039872
负债合计,296662990848,228376002560,161051000832,92200001536,80417996800,66174898176,32466300928,14000100352
实收资本(或股本),10995600384,10995200000,10995200000,10995200000,10995200000,6872010240,4369900032,3722690048
资本公积,8683859968,8843459584,8789340160,8557720064,7853139968,12830499840,5315010048,1119660032
盈余公积,17017100288,13648700416,10587700224,8737840128,6581980160,5395469824,4402089984,2893839872
未分配利润,26688100352,18934599680,13470300160,8808399872,6184280064,4032910080,831480000,633592000
所有者权益(或股东权益)合计,82138202112,67832500224,54586200064,45408501760,38818500608,33919500288,17453500416,8914499584
负债和所有者权益(或股东权益)总计,378802012160,296208007168,215637999616,137609003008,119237001216,100094001152,49919799296,22914600960
