报表日期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
一、营业总收入,934275008,789225024,523644992,469297984,413480000,339272992,267916000
二、营业总成本,727265024,593921024,369542016,319512992,280043008,247268992,172770000
营业成本,436587008,359252000,135926000,97248200,70633504,63278600,56749900
营业税金及附加,10499200,9038740,7087220,7942920,6375120,5650330,4376060
销售费用,217779008,183952000,186480992,184808000,177864000,151072992,100510000
管理费用,70173400,52762500,49914100,39021300,33950100,30649900,16987900
财务费用,-10676100,-11045300,-10457300,-9960910,-7824240,-3709890,-6675780
资产减值损失,2903700,-39334.9,590990,452578,-955250,326926,821954
投资收益,0,0,0,0,0,17073700,2132180
三、营业利润,207008992,195304000,154103008,149786000,133437000,109078000,97278304
利润总额,222847008,202943008,173928000,162666000,137138000,117553000,104422000
所得税费用,35047000,32292800,3338010,1481570,1186330,1621940,70607.4
四、净利润,187800000,170650000,170590000,161184000,135952000,115931000,104351000
基本每股收益,0.47,0.42,0.42,0.42,0.37,0.32,2.65
