报表日期,20121231,20111231,20101231,20091231,20081231,20071231,20061231
单位,元,元,元,元,元,元,元
一、营业总收入,12520500224,12638000128,8469429760,6906330112,6349459968,4770109952,3558599936
二、营业总成本,11796299776,11205300224,7832540160,6281419776,5887529984,4417719808,3384989952
营业成本,9465889792,9174349824,6582929920,5280589824,5031289856,3637040128,2719439872
营业税金及附加,174075008,154680992,98438400,94296304,78700000,64967200,50109200
销售费用,838081024,700910016,451332000,362856000,340340992,324025984,276952992
管理费用,723747968,587528000,391471008,335264000,251682000,209319008,174226000
财务费用,576329984,514716992,304911008,192812000,184776992,182639008,139492992
资产减值损失,18181400,73109200,3454120,15609700,738137,-270170,24765200
投资收益,-1187210,-2091240,54296300,766249,557991,2230130,146014
三、营业利润,723030016,1430659968,691185984,625670976,462486016,354616992,173762000
利润总额,904969984,1609720064,831219008,716595008,576944000,448819008,231043008
所得税费用,224692992,389667008,171316000,150790000,42004400,109452000,48355100
四、净利润,680276992,1220060032,659902976,565804992,534940000,339367008,182688000
基本每股收益,0.59,1.31,1.42,1.24,1.18,0.88,0.47
